Person_ID,Transaction_Amount,account_balance,Category,City,Transaction_Date,Is_Anomaly
1,565.2975765,3875.798498,Electronics,Chicago,01-01-2024 00:00,0
1,572.3781678,3519.361986,Entertainment,Phoenix,01-01-2024 00:01,0
1,578.8369717,4255.230208,Food and Dining,New York,01-01-2024 00:02,0
1,161.6756755,4659.621234,Entertainment,Phoenix,01-01-2024 00:03,0
1,765.6740883,5331.085676,Entertainment,Los Angeles,01-01-2024 00:04,0
1,554.3022301,4586.390919,Clothing,Houston,01-01-2024 00:05,0
1,630.3170194,3772.492107,Food and Dining,Houston,01-01-2024 00:06,0
1,934.0832229,5275.973286,Food and Dining,Los Angeles,01-01-2024 00:07,0
1,180.9558111,4604.749606,Food and Dining,Chicago,01-01-2024 00:08,0
1,832.669168,5386.785834,Entertainment,Chicago,01-01-2024 00:09,0
1,138.2784794,4418.33756,Electronics,Houston,01-01-2024 00:10,0
1,585.5421829,4900.750333,Food and Dining,Houston,01-01-2024 00:11,0
1,880.591235,5887.735715,Entertainment,New York,01-01-2024 00:12,0
1,106.4093368,4607.682736,Clothing,Chicago,01-01-2024 00:13,0
1,14.21533634,4343.727181,Electronics,Los Angeles,01-01-2024 00:14,0
1,261.9623372,5387.104436,Clothing,Chicago,01-01-2024 00:15,0
1,272.6318025,4513.227724,Electronics,New York,01-01-2024 00:16,0
1,866.0039096,5321.316196,Entertainment,Houston,01-01-2024 00:17,0
1,890.5622447,5005.909401,Groceries,Houston,01-01-2024 00:18,0
1,917.2112881,5827.350581,Electronics,New York,01-01-2024 00:19,0
1,896.222426,4602.121411,Clothing,Los Angeles,01-01-2024 00:20,0
1,214.3802658,5505.019182,Entertainment,Houston,01-01-2024 00:21,0
1,408.1045359,4092.456169,Electronics,Phoenix,01-01-2024 00:22,0
1,716.6193143,4293.269036,Groceries,Houston,01-01-2024 00:23,0
1,868.9660424,4571.190129,Groceries,Phoenix,01-01-2024 00:24,0
1,183.0903841,5045.081759,Food and Dining,New York,01-01-2024 00:25,0
1,682.423715,3516.373641,Food and Dining,New York,01-01-2024 00:26,0
1,593.1226857,3194.958043,Clothing,Houston,01-01-2024 00:27,0
1,550.0160036,3773.880086,Electronics,Chicago,01-01-2024 00:28,0
1,374.2476442,5251.195473,Electronics,Phoenix,01-01-2024 00:29,0
2,660.959943,4504.007279,Food and Dining,Los Angeles,01-01-2024 00:30,0
2,145.5890202,5868.875734,Electronics,Houston,01-01-2024 00:31,0
2,176.1577667,5177.443074,Electronics,Los Angeles,01-01-2024 00:32,0
2,443.8304264,4099.952534,Groceries,Houston,01-01-2024 00:33,0
2,185.9216078,4509.118171,Food and Dining,Chicago,01-01-2024 00:34,0
2,948.9465065,5079.221859,Entertainment,Chicago,01-01-2024 00:35,0
2,867.430443,5331.368829,Food and Dining,Chicago,01-01-2024 00:36,0
2,820.0843321,6291.611986,Entertainment,Chicago,01-01-2024 00:37,0
2,904.4384387,5737.67976,Groceries,New York,01-01-2024 00:38,0
2,7230.281415,27202.67067,Clothing,New York,01-01-2024 00:39,1
2,488.4494429,3734.555173,Electronics,Phoenix,01-01-2024 00:40,0
2,843.5990321,5240.535749,Groceries,Los Angeles,01-01-2024 00:41,0
2,657.9641106,5786.710749,Electronics,Houston,01-01-2024 00:42,0
2,105.1521169,5041.969396,Clothing,Houston,01-01-2024 00:43,0
2,959.9348977,5900.550914,Clothing,New York,01-01-2024 00:44,0
2,887.7434411,5402.368668,Groceries,Houston,01-01-2024 00:45,0
2,444.0209037,4080.255103,Clothing,New York,01-01-2024 00:46,0
2,114.4072211,5492.61373,Entertainment,Phoenix,01-01-2024 00:47,0
2,600.9881818,3931.519311,Clothing,Los Angeles,01-01-2024 00:48,0
2,755.9971737,4648.737422,Electronics,Phoenix,01-01-2024 00:49,0
2,917.6994758,5962.605152,Electronics,Chicago,01-01-2024 00:50,0
2,594.3735997,4600.261324,Electronics,Chicago,01-01-2024 00:51,0
2,681.910279,3456.076615,Electronics,Chicago,01-01-2024 00:52,0
2,573.7159983,3805.808035,Entertainment,Phoenix,01-01-2024 00:53,0
2,529.1085423,4054.421319,Food and Dining,Houston,01-01-2024 00:54,0
2,980.9738613,5054.595745,Groceries,Los Angeles,01-01-2024 00:55,0
2,835.7196843,4863.760403,Electronics,Chicago,01-01-2024 00:56,0
2,160.4507344,5215.607816,Clothing,Chicago,01-01-2024 00:57,0
2,80.05251324,4675.194607,Electronics,Chicago,01-01-2024 00:58,0
